gene,is_xlinked,carrier_count_hkgi,sample_size_hkgi,carrier_rate_hkgi,carrier_rate_CI_Lower_hkgi,carrier_rate_CI_Upper_hkgi,sample_size_gnomAD-EAS,sample_size_gnomAD-NFE,sample_size_gnomAD-AFR,carrier_rate_gnomAD-EAS,carrier_rate_gnomAD-NFE,carrier_rate_gnomAD-AFR,acmg_tier_hkgi,acmg_tier_gnomAD-EAS,acmg_tier_gnomAD-NFE,acmg_tier_gnomAD-AFR,tier_hkgi,tier_gnomAD-EAS,tier_gnomAD-NFE,tier_gnomAD-AFR,at_risks_couples_count_hkgi,at_risks_couples_rate_hkgi,actual_at_risks_couples_count_hkgi,actual_at_risks_couples_rate_hkgi
KRT25,False,,,,,,22448.0,590031.0,37545.0,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
KRT83,False,,,,,,22448.0,590031.0,37545.0,,2.9e-05,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
KYNU,False,,,,,,22448.0,590031.0,37545.0,,0.001471,0.001062,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
LACC1,False,,,,,,22448.0,590031.0,37545.0,0.000385,2.9e-05,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
LAMA5,False,,,,,,22448.0,590031.0,37545.0,0.006183,0.000412,0.000289,tier_4,tier_4,tier_4,tier_4,tier_4,tier_3,tier_4,tier_4,0,0.0,0,0.0
LAMTOR2,False,,,,,,22448.0,590031.0,37545.0,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
LDHD,False,,,,,,22448.0,590031.0,37545.0,0.000771,0.000441,4.8e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
LEMD2,False,,,,,,22448.0,590031.0,37545.0,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
LEPR,False,,,,,,22448.0,590031.0,37545.0,,,9.6e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
LETM1,False,,,,,,22448.0,590031.0,37545.0,,5.9e-05,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
LFNG,False,,,,,,22448.0,590031.0,37545.0,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
LGI3,False,,,,,,22448.0,590031.0,37545.0,,5.9e-05,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
LHB,False,,,,,,22448.0,590031.0,37545.0,,,0.00034,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
LHCGR,False,,,,,,22448.0,590031.0,37545.0,,0.000382,9.7e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
LHFPL5,False,,,,,,22448.0,590031.0,37545.0,,0.000353,0.000193,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
LIG1,False,,,,,,22448.0,590031.0,37545.0,,5.9e-05,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
LIG3,False,,,,,,22448.0,590031.0,37545.0,,8.8e-05,4.8e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
LIM2,False,,,,,,22448.0,590031.0,37545.0,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
LINGO1,False,,,,,,22448.0,590031.0,37545.0,,5.9e-05,0.000145,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
LIPE,False,,,,,,22448.0,590031.0,37545.0,0.000776,0.000913,0.000483,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
LIPH,False,,,,,,22448.0,590031.0,37545.0,0.009267,0.000353,0.000145,tier_4,tier_4,tier_4,tier_4,tier_4,tier_3,tier_4,tier_4,0,0.0,0,0.0
LIPN,False,,,,,,22448.0,590031.0,37545.0,,5.9e-05,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
LIPT2,False,,,,,,22448.0,590031.0,37545.0,,5.9e-05,0.000385,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
LMF1,False,,,,,,22448.0,590031.0,37545.0,,0.000294,0.000386,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
LMOD2,False,,,,,,22448.0,590031.0,37545.0,,5.9e-05,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
LNPK,False,,,,,,22448.0,590031.0,37545.0,,2.9e-05,4.8e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
LOXL3,False,,,,,,22448.0,590031.0,37545.0,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
LPAR6,False,,,,,,22448.0,590031.0,37545.0,,5.9e-05,4.8e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
LRIT3,False,,,,,,22448.0,590031.0,37545.0,,2.9e-05,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
LRPAP1,False,,,,,,22448.0,590031.0,37545.0,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
LRRC32,False,,,,,,22448.0,590031.0,37545.0,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
LRRC56,False,,,,,,22448.0,590031.0,37545.0,0.000771,0.000206,4.8e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
LRRK1,False,,,,,,22448.0,590031.0,37545.0,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
LRSAM1,False,,,,,,22448.0,590031.0,37545.0,0.000386,0.000353,0.000241,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
LRTOMT,False,,,,,,22448.0,590031.0,37545.0,,0.000176,0.000193,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
LSS,False,,,,,,22448.0,590031.0,37545.0,0.001543,0.000676,0.000193,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
LTBP1,False,,,,,,22448.0,590031.0,37545.0,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
LTBP2,False,,,,,,22448.0,590031.0,37545.0,,0.000176,0.000193,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
LTC4S,False,,,,,,22448.0,590031.0,37545.0,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
LTV1,False,,,,,,22448.0,590031.0,37545.0,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
LYSET,False,,,,,,22448.0,590031.0,37545.0,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
LZTR1,False,,,,,,22448.0,590031.0,37545.0,0.001934,0.001999,0.003669,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
M1AP,False,,,,,,22448.0,590031.0,37545.0,,0.007938,0.001492,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_3,tier_4,0,0.0,0,0.0
MAB21L1,False,,,,,,22448.0,590031.0,37545.0,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MAB21L2,False,,,,,,22448.0,590031.0,37545.0,,2.9e-05,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MAD1L1,False,,,,,,22448.0,590031.0,37545.0,,0.010848,0.002021,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_2,tier_4,0,0.0,0,0.0
MADD,False,,,,,,22448.0,590031.0,37545.0,,0.000294,4.8e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MAG,False,,,,,,22448.0,590031.0,37545.0,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MAGI2,False,,,,,,22448.0,590031.0,37545.0,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MAK,False,,,,,,22448.0,590031.0,37545.0,0.000385,0.000529,0.000966,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MAP3K20,False,,,,,,22448.0,590031.0,37545.0,0.000386,2.9e-05,0.002893,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MAPKAPK5,False,,,,,,22448.0,590031.0,37545.0,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MAPT,False,,,,,,22448.0,590031.0,37545.0,,0.000176,0.000193,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MARVELD2,False,,,,,,22448.0,590031.0,37545.0,,0.000559,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MASP2,False,,,,,,22448.0,590031.0,37545.0,,2.9e-05,0.000242,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MAT1A,False,,,,,,22448.0,590031.0,37545.0,,0.000118,0.000241,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MATN3,False,,,,,,22448.0,590031.0,37545.0,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MBD4,False,,,,,,22448.0,590031.0,37545.0,,0.000265,0.001495,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MC4R,False,,,,,,22448.0,590031.0,37545.0,0.002705,0.001323,0.001397,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MCIDAS,False,,,,,,22448.0,590031.0,37545.0,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MCM10,False,,,,,,22448.0,590031.0,37545.0,,5.9e-05,4.8e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MCM3AP,False,,,,,,22448.0,590031.0,37545.0,0.000772,0.000412,0.000386,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MCM9,False,,,,,,22448.0,590031.0,37545.0,0.001161,2.9e-05,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MDFIC,False,,,,,,22448.0,590031.0,37545.0,0.002703,0.000235,4.8e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MDH2,False,,,,,,22448.0,590031.0,37545.0,,0.000118,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MECR,False,,,,,,22448.0,590031.0,37545.0,,0.000265,9.7e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MED27,False,,,,,,22448.0,590031.0,37545.0,,2.9e-05,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MEI1,False,,,,,,22448.0,590031.0,37545.0,,0.000206,0.015385,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_2,0,0.0,0,0.0
MEOX1,False,,,,,,22448.0,590031.0,37545.0,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MESD,False,,,,,,22448.0,590031.0,37545.0,,0.000118,9.7e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
METTL5,False,,,,,,22448.0,590031.0,37545.0,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MFF,False,,,,,,22448.0,590031.0,37545.0,,0.000147,0.000291,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MFRP,False,,,,,,22448.0,590031.0,37545.0,0.001931,0.001647,0.000723,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MICOS13,False,,,,,,22448.0,590031.0,37545.0,,2.9e-05,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MINAR2,False,,,,,,22448.0,590031.0,37545.0,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MINPP1,False,,,,,,22448.0,590031.0,37545.0,,5.9e-05,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MIPEP,False,,,,,,22448.0,590031.0,37545.0,,8.8e-05,0.000145,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MITF,False,,,,,,22448.0,590031.0,37545.0,,2.9e-05,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MLH1,False,,,,,,22448.0,590031.0,37545.0,0.000386,0.000147,0.00029,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MLIP,False,,,,,,22448.0,590031.0,37545.0,,,9.7e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MLPH,False,,,,,,22448.0,590031.0,37545.0,0.000385,2.9e-05,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MME,False,,,,,,22448.0,590031.0,37545.0,0.00077,0.001412,0.000725,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MMP13,False,,,,,,22448.0,590031.0,37545.0,0.000775,0.00047,4.8e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MMP20,False,,,,,,22448.0,590031.0,37545.0,0.000772,0.005233,0.001067,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_3,tier_4,0,0.0,0,0.0
MMP9,False,,,,,,22448.0,590031.0,37545.0,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MNS1,False,,,,,,22448.0,590031.0,37545.0,,0.000442,0.000242,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MOCOS,False,,,,,,22448.0,590031.0,37545.0,,0.002087,0.000771,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MOGS,False,,,,,,22448.0,590031.0,37545.0,,0.00047,0.000386,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MPC1,False,,,,,,22448.0,590031.0,37545.0,,2.9e-05,4.8e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MPDU1,False,,,,,,22448.0,590031.0,37545.0,,0.000235,9.7e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MPIG6B,False,,,,,,22448.0,590031.0,37545.0,,0.000176,0.006845,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_3,0,0.0,0,0.0
MRPL3,False,,,,,,22448.0,590031.0,37545.0,0.000385,5.9e-05,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MRPL44,False,,,,,,22448.0,590031.0,37545.0,,0.0005,4.8e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MRPS16,False,,,,,,22448.0,590031.0,37545.0,,5.9e-05,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MRPS2,False,,,,,,22448.0,590031.0,37545.0,,0.000147,9.6e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MRPS22,False,,,,,,22448.0,590031.0,37545.0,,0.000794,0.00029,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MRPS34,False,,,,,,22448.0,590031.0,37545.0,,0.002742,0.000385,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MSH2,False,,,,,,22448.0,590031.0,37545.0,,0.005059,0.000193,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_3,tier_4,0,0.0,0,0.0
MSH3,False,,,,,,22448.0,590031.0,37545.0,0.001588,0.001433,0.001698,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MSH5,False,,,,,,22448.0,590031.0,37545.0,,2.9e-05,0.000145,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MSH6,False,,,,,,22448.0,590031.0,37545.0,0.001154,0.001471,0.000774,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MSMO1,False,,,,,,22448.0,590031.0,37545.0,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MSRB3,False,,,,,,22448.0,590031.0,37545.0,0.000386,2.9e-05,0.000144,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MTHFS,False,,,,,,22448.0,590031.0,37545.0,,0.000118,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MTPAP,False,,,,,,22448.0,590031.0,37545.0,,5.9e-05,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MTX2,False,,,,,,22448.0,590031.0,37545.0,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MUTYH,False,,,,,,22448.0,590031.0,37545.0,0.004241,0.017963,0.004672,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_2,tier_4,0,0.0,0,0.0
MYBPC1,False,,,,,,22448.0,590031.0,37545.0,,2.9e-05,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MYBPC3,False,,,,,,22448.0,590031.0,37545.0,0.001925,0.002441,0.001883,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MYF5,False,,,,,,22448.0,590031.0,37545.0,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MYH11,False,,,,,,22448.0,590031.0,37545.0,,5.9e-05,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MYH2,False,,,,,,22448.0,590031.0,37545.0,,0.000441,0.000386,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MYH3,False,,,,,,22448.0,590031.0,37545.0,,0.000294,0.000338,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MYH7,False,,,,,,22448.0,590031.0,37545.0,0.001157,0.001705,0.001109,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MYL1,False,,,,,,22448.0,590031.0,37545.0,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MYL11,False,,,,,,22448.0,590031.0,37545.0,,2.9e-05,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MYL2,False,,,,,,22448.0,590031.0,37545.0,,0.000236,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MYL3,False,,,,,,22448.0,590031.0,37545.0,,2.9e-05,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MYLK,False,,,,,,22448.0,590031.0,37545.0,,2.9e-05,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MYO18B,False,,,,,,22448.0,590031.0,37545.0,0.000772,0.001236,0.002125,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MYO1E,False,,,,,,22448.0,590031.0,37545.0,,2.9e-05,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MYO3A,False,,,,,,22448.0,590031.0,37545.0,0.000386,0.000265,0.000675,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MYO5A,False,,,,,,22448.0,590031.0,37545.0,,5.9e-05,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MYO6,False,,,,,,22448.0,590031.0,37545.0,,0.000118,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MYOD1,False,,,,,,22448.0,590031.0,37545.0,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MYORG,False,,,,,,22448.0,590031.0,37545.0,0.001157,0.000147,4.8e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MYPN,False,,,,,,22448.0,590031.0,37545.0,,5.9e-05,0.000145,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MYSM1,False,,,,,,22448.0,590031.0,37545.0,,0.000588,0.000145,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
NAA20,False,,,,,,22448.0,590031.0,37545.0,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
NADSYN1,False,,,,,,22448.0,590031.0,37545.0,,0.003263,0.000722,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
NAE1,False,,,,,,22448.0,590031.0,37545.0,,,9.7e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
NAPB,False,,,,,,22448.0,590031.0,37545.0,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
NARS1,False,,,,,,22448.0,590031.0,37545.0,,5.9e-05,0.000193,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
NAXD,False,,,,,,22448.0,590031.0,37545.0,0.000386,0.000265,4.8e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
NBEAL2,False,,,,,,22448.0,590031.0,37545.0,0.000389,5.9e-05,0.000145,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
NCAPD3,False,,,,,,22448.0,590031.0,37545.0,,8.8e-05,4.8e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
NCAPG2,False,,,,,,22448.0,590031.0,37545.0,,0.000118,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
NCF4,False,,,,,,22448.0,590031.0,37545.0,,0.000265,0.000241,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
NCKAP1L,False,,,,,,22448.0,590031.0,37545.0,,8.8e-05,9.7e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
NDST1,False,,,,,,22448.0,590031.0,37545.0,,2.9e-05,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
NDUFA12,False,,,,,,22448.0,590031.0,37545.0,,2.9e-05,0.000676,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
NDUFA2,False,,,,,,22448.0,590031.0,37545.0,,2.9e-05,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
NDUFA6,False,,,,,,22448.0,590031.0,37545.0,,0.000529,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
NDUFA8,False,,,,,,22448.0,590031.0,37545.0,0.000385,2.9e-05,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
NDUFA9,False,,,,,,22448.0,590031.0,37545.0,,2.9e-05,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
NDUFAF1,False,,,,,,22448.0,590031.0,37545.0,,0.000206,0.000193,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
NDUFAF3,False,,,,,,22448.0,590031.0,37545.0,,5.9e-05,0.0013,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
NDUFAF4,False,,,,,,22448.0,590031.0,37545.0,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
NDUFAF8,False,,,,,,22448.0,590031.0,37545.0,,0.00244,0.00029,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
NDUFB3,False,,,,,,22448.0,590031.0,37545.0,,0.00403,0.000434,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
NDUFB8,False,,,,,,22448.0,590031.0,37545.0,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
NDUFC2,False,,,,,,22448.0,590031.0,37545.0,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
