gene,is_xlinked,carrier_count_hkgi,sample_size_hkgi,carrier_rate_hkgi,carrier_rate_CI_Lower_hkgi,carrier_rate_CI_Upper_hkgi,sample_size_gnomAD-EAS,sample_size_gnomAD-NFE,sample_size_gnomAD-AFR,carrier_rate_gnomAD-EAS,carrier_rate_gnomAD-NFE,carrier_rate_gnomAD-AFR,acmg_tier_hkgi,acmg_tier_gnomAD-EAS,acmg_tier_gnomAD-NFE,acmg_tier_gnomAD-AFR,tier_hkgi,tier_gnomAD-EAS,tier_gnomAD-NFE,tier_gnomAD-AFR,at_risks_couples_count_hkgi,at_risks_couples_rate_hkgi,actual_at_risks_couples_count_hkgi,actual_at_risks_couples_rate_hkgi
COQ8A,False,12,18065.0,0.00066,0.0002885547189849714,0.0010399811238049539,22448.0,590031.0,37545.0,0.000386,0.00183,0.000491,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,66,4.0450327365725137e-07,0,0.0
PDE6C,False,12,18065.0,0.00066,0.0002885547189849714,0.0010399811238049539,22448.0,590031.0,37545.0,0.000385,0.000265,0.000628,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,66,4.0450327365725137e-07,0,0.0
RTEL1,False,12,18065.0,0.00066,0.0002885547189849714,0.0010399811238049539,22448.0,590031.0,37545.0,0.001155,0.000647,0.001111,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,66,4.0450327365725137e-07,0,0.0
FREM1,False,12,18065.0,0.00066,0.0002885547189849714,0.0010399811238049539,22448.0,590031.0,37545.0,0.000384,0.001088,0.000531,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,66,4.0450327365725137e-07,0,0.0
JAK3,False,12,18065.0,0.00066,0.0002885547189849714,0.0010399811238049539,22448.0,590031.0,37545.0,0.000387,0.000235,0.000338,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,66,4.0450327365725137e-07,0,0.0
PC,False,12,18065.0,0.00066,0.0002885547189849714,0.0010399811238049539,22448.0,590031.0,37545.0,,5.9e-05,0.000339,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,66,4.0450327365725137e-07,0,0.0
MKKS,False,12,18065.0,0.00066,0.0002885547189849714,0.0010399811238049539,22448.0,590031.0,37545.0,0.000386,0.000647,0.000579,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,66,4.0450327365725137e-07,0,0.0
BBS4,False,12,18065.0,0.00066,0.0002885547189849714,0.0010399811238049539,22448.0,590031.0,37545.0,,0.000294,0.000338,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,66,4.0450327365725137e-07,0,0.0
SGCG,False,12,18065.0,0.00066,0.0002885547189849714,0.0010399811238049539,22448.0,590031.0,37545.0,,0.000618,0.000676,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,66,4.0450327365725137e-07,0,0.0
GDAP1,False,12,18065.0,0.00066,0.0002885547189849714,0.0010399811238049539,22448.0,590031.0,37545.0,0.000386,0.000676,0.000675,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,66,4.0450327365725137e-07,0,0.0
NUBPL,False,12,18065.0,0.00066,0.0002885547189849714,0.0010399811238049539,22448.0,590031.0,37545.0,0.000385,0.000206,4.8e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,66,4.0450327365725137e-07,0,0.0
MERTK,False,12,18065.0,0.00066,0.0002885547189849714,0.0010399811238049539,22448.0,590031.0,37545.0,0.001928,0.000647,0.000724,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,66,4.0450327365725137e-07,0,0.0
TBC1D24,False,12,18065.0,0.00066,0.0002885547189849714,0.0010399811238049539,22448.0,590031.0,37545.0,0.00193,0.001058,0.000675,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,66,4.0450327365725137e-07,0,0.0
MFSD8,False,12,18065.0,0.00066,0.0002885547189849714,0.0010399811238049539,22448.0,590031.0,37545.0,0.000386,0.000382,0.000435,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,66,4.0450327365725137e-07,0,0.0
AMT,False,12,18065.0,0.00066,0.0002885547189849714,0.0010399811238049539,22448.0,590031.0,37545.0,,0.000882,0.000531,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,66,4.0450327365725137e-07,0,0.0
CDC45,False,12,18065.0,0.00066,0.0002885547189849714,0.0010399811238049539,22448.0,590031.0,37545.0,,5.9e-05,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,66,4.0450327365725137e-07,0,0.0
SPATA7,False,12,18065.0,0.00066,0.0002885547189849714,0.0010399811238049539,22448.0,590031.0,37545.0,,0.000676,0.001014,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,66,4.0450327365725137e-07,0,0.0
UBE3B,False,12,18065.0,0.00066,0.0002885547189849714,0.0010399811238049539,22448.0,590031.0,37545.0,0.000385,0.000265,0.000145,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,66,4.0450327365725137e-07,0,0.0
ALG6,False,12,18065.0,0.00066,0.0002885547189849714,0.0010399811238049539,22448.0,590031.0,37545.0,0.000385,0.003183,0.001113,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,66,4.0450327365725137e-07,0,0.0
TUBGCP4,False,12,18065.0,0.00066,0.0002885547189849714,0.0010399811238049539,22448.0,590031.0,37545.0,,0.001264,0.000337,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,66,4.0450327365725137e-07,0,0.0
XPNPEP3,False,12,18065.0,0.00066,0.0002885547189849714,0.0010399811238049539,22448.0,590031.0,37545.0,,2.9e-05,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,66,4.0450327365725137e-07,0,0.0
HADHB,False,12,18065.0,0.00066,0.0002885547189849714,0.0010399811238049539,22448.0,590031.0,37545.0,,0.000636,0.000307,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,66,4.0450327365725137e-07,0,0.0
TCTN3,False,11,18065.0,0.00061,0.00024918429385561546,0.000968640228701816,22448.0,590031.0,37545.0,0.000386,0.001382,0.000965,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,55,3.370860613810428e-07,0,0.0
HGSNAT,False,11,18065.0,0.00061,0.00024918429385561546,0.000968640228701816,22448.0,590031.0,37545.0,0.000771,0.000706,0.001494,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,55,3.370860613810428e-07,0,0.0
MTHFR,False,11,18065.0,0.00061,0.00024918429385561546,0.000968640228701816,22448.0,590031.0,37545.0,0.000778,0.001294,0.000676,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,55,3.370860613810428e-07,0,0.0
COL11A1,False,11,18065.0,0.00061,0.00024918429385561546,0.000968640228701816,22448.0,590031.0,37545.0,,0.000206,4.8e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,55,3.370860613810428e-07,0,0.0
CHRND,False,11,18065.0,0.00061,0.00024918429385561546,0.000968640228701816,22448.0,590031.0,37545.0,,0.000589,0.00058,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,55,3.370860613810428e-07,0,0.0
CYP2U1,False,11,18065.0,0.00061,0.00024918429385561546,0.000968640228701816,22448.0,590031.0,37545.0,0.001935,0.000529,0.000338,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,55,3.370860613810428e-07,0,0.0
COX10,False,11,18065.0,0.00061,0.00024918429385561546,0.000968640228701816,22448.0,590031.0,37545.0,0.000772,0.000412,9.6e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,55,3.370860613810428e-07,0,0.0
ECEL1,False,11,18065.0,0.00061,0.00024918429385561546,0.000968640228701816,22448.0,590031.0,37545.0,0.000385,0.000441,0.001929,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,55,3.370860613810428e-07,0,0.0
ALOX12B,False,11,18065.0,0.00061,0.00024918429385561546,0.000968640228701816,22448.0,590031.0,37545.0,,0.00247,0.001302,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,55,3.370860613810428e-07,0,0.0
INVS,False,11,18065.0,0.00061,0.00024918429385561546,0.000968640228701816,22448.0,590031.0,37545.0,,0.000676,0.000434,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,55,3.370860613810428e-07,0,0.0
POLR3A,False,11,18065.0,0.00061,0.00024918429385561546,0.000968640228701816,22448.0,590031.0,37545.0,0.000772,0.007496,0.001974,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_3,tier_4,55,3.370860613810428e-07,0,0.0
PLOD3,False,11,18065.0,0.00061,0.00024918429385561546,0.000968640228701816,22448.0,590031.0,37545.0,,,9.7e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,55,3.370860613810428e-07,0,0.0
PHGDH,False,11,18065.0,0.00061,0.00024918429385561546,0.000968640228701816,22448.0,590031.0,37545.0,,0.000294,0.00029,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,55,3.370860613810428e-07,0,0.0
PIEZO2,False,11,18065.0,0.00061,0.00024918429385561546,0.000968640228701816,22448.0,590031.0,37545.0,0.000385,0.000294,9.7e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,55,3.370860613810428e-07,0,0.0
ANO10,False,11,18065.0,0.00061,0.00024918429385561546,0.000968640228701816,22448.0,590031.0,37545.0,,0.002157,0.000726,tier_2,tier_2,tier_2,tier_2,tier_4,tier_4,tier_4,tier_4,55,3.370860613810428e-07,0,0.0
IL12RB1,False,11,18065.0,0.00061,0.00024918429385561546,0.000968640228701816,22448.0,590031.0,37545.0,,0.000618,0.000773,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,55,3.370860613810428e-07,0,0.0
TSPEAR,False,11,18065.0,0.00061,0.00024918429385561546,0.000968640228701816,22448.0,590031.0,37545.0,,0.002414,0.000919,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,55,3.370860613810428e-07,0,0.0
TTC19,False,11,18065.0,0.00061,0.00024918429385561546,0.000968640228701816,22448.0,590031.0,37545.0,0.000769,0.000147,0.000338,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,55,3.370860613810428e-07,0,0.0
TTC7A,False,11,18065.0,0.00061,0.00024918429385561546,0.000968640228701816,22448.0,590031.0,37545.0,0.000386,0.000294,0.000579,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,55,3.370860613810428e-07,0,0.0
FERMT1,False,11,18065.0,0.00061,0.00024918429385561546,0.000968640228701816,22448.0,590031.0,37545.0,,0.0005,0.00058,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,55,3.370860613810428e-07,0,0.0
FH,False,11,18065.0,0.00061,0.00024918429385561546,0.000968640228701816,22448.0,590031.0,37545.0,0.000387,0.000412,0.000437,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,55,3.370860613810428e-07,0,0.0
FBXO7,False,11,18065.0,0.00061,0.00024918429385561546,0.000968640228701816,22448.0,590031.0,37545.0,0.000386,0.000323,9.7e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,55,3.370860613810428e-07,0,0.0
SERAC1,False,11,18065.0,0.00061,0.00024918429385561546,0.000968640228701816,22448.0,590031.0,37545.0,,0.000385,0.000531,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,55,3.370860613810428e-07,0,0.0
LRIG2,False,11,18065.0,0.00061,0.00024918429385561546,0.000968640228701816,22448.0,590031.0,37545.0,,5.9e-05,9.7e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,55,3.370860613810428e-07,0,0.0
NPHS2,False,11,18065.0,0.00061,0.00024918429385561546,0.000968640228701816,22448.0,590031.0,37545.0,0.000772,0.003116,0.001739,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,55,3.370860613810428e-07,0,0.0
BBS1,False,11,18065.0,0.00061,0.00024918429385561546,0.000968640228701816,22448.0,590031.0,37545.0,0.000771,0.006349,0.002455,tier_3,tier_3,tier_3,tier_3,tier_4,tier_4,tier_3,tier_4,55,3.370860613810428e-07,0,0.0
DNAAF4,False,11,18065.0,0.00061,0.00024918429385561546,0.000968640228701816,22448.0,590031.0,37545.0,,0.000708,0.000341,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,55,3.370860613810428e-07,0,0.0
ADSL,False,11,18065.0,0.00061,0.00024918429385561546,0.000968640228701816,22448.0,590031.0,37545.0,0.002702,0.002264,0.000724,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,55,3.370860613810428e-07,0,0.0
IBA57,False,11,18065.0,0.00061,0.00024918429385561546,0.000968640228701816,22448.0,590031.0,37545.0,0.002326,0.000118,0.000531,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,55,3.370860613810428e-07,0,0.0
HEXA,False,10,18065.0,0.00055,0.0002105599431263997,0.000896553259198538,22448.0,590031.0,37545.0,0.00077,0.003587,0.00275,tier_2,tier_2,tier_2,tier_2,tier_4,tier_4,tier_4,tier_4,45,2.7579768658448957e-07,0,0.0
HINT1,False,10,18065.0,0.00055,0.0002105599431263997,0.000896553259198538,22448.0,590031.0,37545.0,0.000386,0.001,4.8e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,45,2.7579768658448957e-07,0,0.0
BUB1B,False,10,18065.0,0.00055,0.0002105599431263997,0.000896553259198538,22448.0,590031.0,37545.0,,0.000323,0.000386,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,45,2.7579768658448957e-07,0,0.0
MTR,False,10,18065.0,0.00055,0.0002105599431263997,0.000896553259198538,22448.0,590031.0,37545.0,0.000771,0.000559,0.000241,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,45,2.7579768658448957e-07,0,0.0
MUSK,False,10,18065.0,0.00055,0.0002105599431263997,0.000896553259198538,22448.0,590031.0,37545.0,,0.000206,0.000391,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,45,2.7579768658448957e-07,0,0.0
BRAT1,False,10,18065.0,0.00055,0.0002105599431263997,0.000896553259198538,22448.0,590031.0,37545.0,,0.00147,0.000483,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,45,2.7579768658448957e-07,0,0.0
MMAA,False,10,18065.0,0.00055,0.0002105599431263997,0.000896553259198538,22448.0,590031.0,37545.0,0.000385,0.001529,0.000434,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,45,2.7579768658448957e-07,0,0.0
ORC6,False,10,18065.0,0.00055,0.0002105599431263997,0.000896553259198538,22448.0,590031.0,37545.0,,,0.000241,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,45,2.7579768658448957e-07,0,0.0
FTCD,False,10,18065.0,0.00055,0.0002105599431263997,0.000896553259198538,22448.0,590031.0,37545.0,,0.012229,0.00313,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_2,tier_4,45,2.7579768658448957e-07,0,0.0
ADA2,False,10,18065.0,0.00055,0.0002105599431263997,0.000896553259198538,22448.0,590031.0,37545.0,,0.002646,0.001447,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,45,2.7579768658448957e-07,0,0.0
DCLRE1C,False,10,18065.0,0.00055,0.0002105599431263997,0.000896553259198538,22448.0,590031.0,37545.0,,0.000323,0.000241,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,45,2.7579768658448957e-07,0,0.0
DGKE,False,10,18065.0,0.00055,0.0002105599431263997,0.000896553259198538,22448.0,590031.0,37545.0,,0.000676,0.000145,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,45,2.7579768658448957e-07,0,0.0
TAP1,False,10,18065.0,0.00055,0.0002105599431263997,0.000896553259198538,22448.0,590031.0,37545.0,,0.000265,9.6e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,45,2.7579768658448957e-07,0,0.0
NDE1,False,10,18065.0,0.00055,0.0002105599431263997,0.000896553259198538,22448.0,590031.0,37545.0,,0.000206,9.7e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,45,2.7579768658448957e-07,0,0.0
MMAB,False,10,18065.0,0.00055,0.0002105599431263997,0.000896553259198538,22448.0,590031.0,37545.0,,0.001218,0.000449,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,45,2.7579768658448957e-07,0,0.0
DYNC2I1,False,10,18065.0,0.00055,0.0002105599431263997,0.000896553259198538,22448.0,590031.0,37545.0,0.000385,8.8e-05,0.000193,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,45,2.7579768658448957e-07,0,0.0
CRPPA,False,10,18065.0,0.00055,0.0002105599431263997,0.000896553259198538,22448.0,590031.0,37545.0,,0.000707,0.000628,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,45,2.7579768658448957e-07,0,0.0
CRLF1,False,10,18065.0,0.00055,0.0002105599431263997,0.000896553259198538,22448.0,590031.0,37545.0,,0.000178,0.000193,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,45,2.7579768658448957e-07,0,0.0
PEX10,False,10,18065.0,0.00055,0.0002105599431263997,0.000896553259198538,22448.0,590031.0,37545.0,0.000773,0.000823,0.000434,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,45,2.7579768658448957e-07,0,0.0
TECPR2,False,10,18065.0,0.00055,0.0002105599431263997,0.000896553259198538,22448.0,590031.0,37545.0,,0.000118,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,45,2.7579768658448957e-07,0,0.0
GNPTG,False,10,18065.0,0.00055,0.0002105599431263997,0.000896553259198538,22448.0,590031.0,37545.0,,0.000588,0.000966,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,45,2.7579768658448957e-07,0,0.0
DMD,True,5,9367.0,0.00053,6.603577966389056e-05,0.001001541886611331,22448.0,590031.0,37545.0,,0.000254,0.000362,tier_3,tier_3,tier_3,tier_3,tier_3_xlink,tier_4,tier_3_xlink,tier_3_xlink,43490,0.0005337888331376108,1,0.00034916201117318437
ODAD1,False,9,18065.0,0.0005,0.00017279672918374118,0.0008236051529087027,22448.0,590031.0,37545.0,,0.001499,0.000241,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,36,2.2063814926759166e-07,0,0.0
ABCG8,False,9,18065.0,0.0005,0.00017279672918374118,0.0008236051529087027,22448.0,590031.0,37545.0,0.000771,0.002969,0.001641,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,36,2.2063814926759166e-07,0,0.0
HSPG2,False,9,18065.0,0.0005,0.00017279672918374118,0.0008236051529087027,22448.0,590031.0,37545.0,,0.000118,0.000145,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,36,2.2063814926759166e-07,0,0.0
GJC2,False,9,18065.0,0.0005,0.00017279672918374118,0.0008236051529087027,22448.0,590031.0,37545.0,0.000388,0.000237,0.000126,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,36,2.2063814926759166e-07,0,0.0
ALG3,False,9,18065.0,0.0005,0.00017279672918374118,0.0008236051529087027,22448.0,590031.0,37545.0,,0.000176,0.000435,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,36,2.2063814926759166e-07,0,0.0
FANCD2,False,9,18065.0,0.0005,0.00017279672918374118,0.0008236051529087027,22448.0,590031.0,37545.0,,0.001029,0.001062,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,36,2.2063814926759166e-07,0,0.0
NBN,False,9,18065.0,0.0005,0.00017279672918374118,0.0008236051529087027,22448.0,590031.0,37545.0,0.000386,0.000823,0.000965,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,36,2.2063814926759166e-07,0,0.0
FANCC,False,9,18065.0,0.0005,0.00017279672918374118,0.0008236051529087027,22448.0,590031.0,37545.0,0.000771,0.002176,0.002168,tier_2,tier_2,tier_2,tier_2,tier_4,tier_4,tier_4,tier_4,36,2.2063814926759166e-07,0,0.0
LCA5,False,9,18065.0,0.0005,0.00017279672918374118,0.0008236051529087027,22448.0,590031.0,37545.0,,0.000235,9.7e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,36,2.2063814926759166e-07,0,0.0
COG6,False,9,18065.0,0.0005,0.00017279672918374118,0.0008236051529087027,22448.0,590031.0,37545.0,,0.000294,9.6e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,36,2.2063814926759166e-07,0,0.0
SLC17A5,False,9,18065.0,0.0005,0.00017279672918374118,0.0008236051529087027,22448.0,590031.0,37545.0,,0.002088,0.000579,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,36,2.2063814926759166e-07,0,0.0
RBM8A,False,9,18065.0,0.0005,0.00017279672918374118,0.0008236051529087027,22448.0,590031.0,37545.0,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,36,2.2063814926759166e-07,0,0.0
IL11RA,False,9,18065.0,0.0005,0.00017279672918374118,0.0008236051529087027,22448.0,590031.0,37545.0,0.000385,0.001029,0.000579,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,36,2.2063814926759166e-07,0,0.0
MTO1,False,9,18065.0,0.0005,0.00017279672918374118,0.0008236051529087027,22448.0,590031.0,37545.0,,0.00147,0.000821,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,36,2.2063814926759166e-07,0,0.0
ARG1,False,9,18065.0,0.0005,0.00017279672918374118,0.0008236051529087027,22448.0,590031.0,37545.0,0.000771,0.000206,0.000724,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,36,2.2063814926759166e-07,0,0.0
SETX,False,9,18065.0,0.0005,0.00017279672918374118,0.0008236051529087027,22448.0,590031.0,37545.0,,0.000677,0.001257,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,36,2.2063814926759166e-07,0,0.0
LRBA,False,9,18065.0,0.0005,0.00017279672918374118,0.0008236051529087027,22448.0,590031.0,37545.0,,0.000471,0.000241,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,36,2.2063814926759166e-07,0,0.0
FBXL4,False,9,18065.0,0.0005,0.00017279672918374118,0.0008236051529087027,22448.0,590031.0,37545.0,,0.001058,0.0014,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,36,2.2063814926759166e-07,0,0.0
CYP19A1,False,9,18065.0,0.0005,0.00017279672918374118,0.0008236051529087027,,,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,36,2.2063814926759166e-07,0,0.0
DCDC2,False,9,18065.0,0.0005,0.00017279672918374118,0.0008236051529087027,22448.0,590031.0,37545.0,,0.000206,0.000193,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,36,2.2063814926759166e-07,0,0.0
CNTNAP1,False,9,18065.0,0.0005,0.00017279672918374118,0.0008236051529087027,22448.0,590031.0,37545.0,0.000771,0.000118,0.000289,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,36,2.2063814926759166e-07,0,0.0
DLL3,False,9,18065.0,0.0005,0.00017279672918374118,0.0008236051529087027,22448.0,590031.0,37545.0,,0.000265,0.000627,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,36,2.2063814926759166e-07,0,0.0
KIF14,False,9,18065.0,0.0005,0.00017279672918374118,0.0008236051529087027,22448.0,590031.0,37545.0,,0.000206,9.7e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,36,2.2063814926759166e-07,0,0.0
VPS53,False,9,18065.0,0.0005,0.00017279672918374118,0.0008236051529087027,22448.0,590031.0,37545.0,,0.000147,4.8e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,36,2.2063814926759166e-07,0,0.0
GPR179,False,9,18065.0,0.0005,0.00017279672918374118,0.0008236051529087027,22448.0,590031.0,37545.0,,0.001852,0.000771,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,36,2.2063814926759166e-07,0,0.0
HSD17B4,False,9,18065.0,0.0005,0.00017279672918374118,0.0008236051529087027,22448.0,590031.0,37545.0,0.000384,0.001,0.001497,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,36,2.2063814926759166e-07,0,0.0
ABCA3,False,9,18065.0,0.0005,0.00017279672918374118,0.0008236051529087027,22448.0,590031.0,37545.0,,0.010731,0.002406,tier_3,tier_3,tier_3,tier_3,tier_4,tier_4,tier_2,tier_4,36,2.2063814926759166e-07,0,0.0
ABCB4,False,9,18065.0,0.0005,0.00017279672918374118,0.0008236051529087027,22448.0,590031.0,37545.0,0.000385,0.001558,0.000773,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,36,2.2063814926759166e-07,0,0.0
HADHA,False,8,18065.0,0.00044,0.00013604275230912847,0.0007496478095508218,22448.0,590031.0,37545.0,,0.003765,0.000772,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,28,1.7160744943034906e-07,0,0.0
GP1BA,False,8,18065.0,0.00044,0.00013604275230912847,0.0007496478095508218,22448.0,590031.0,37545.0,0.001155,0.000412,0.000483,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,28,1.7160744943034906e-07,0,0.0
MSH4,False,8,18065.0,0.00044,0.00013604275230912847,0.0007496478095508218,22448.0,590031.0,37545.0,0.01195,0.001265,0.000194,tier_4,tier_4,tier_4,tier_4,tier_4,tier_2,tier_4,tier_4,28,1.7160744943034906e-07,0,0.0
TRNT1,False,8,18065.0,0.00044,0.00013604275230912847,0.0007496478095508218,22448.0,590031.0,37545.0,0.000771,0.002441,0.000386,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,28,1.7160744943034906e-07,0,0.0
WNK1,False,8,18065.0,0.00044,0.00013604275230912847,0.0007496478095508218,22448.0,590031.0,37545.0,0.000384,0.00021,0.000241248,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,28,1.7160744943034906e-07,0,0.0
DGUOK,False,8,18065.0,0.00044,0.00013604275230912847,0.0007496478095508218,22448.0,590031.0,37545.0,,0.001558,0.000241,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,28,1.7160744943034906e-07,0,0.0
